39, Adm-clerical, Male, <=50K
74, Prof-specialty, Male, >50K
50, Sales, Female, <=50K
65, Other-service, Female, <=50K
64, ?, Female, <=50K
44, Other-service, Female, <=50K
34, Prof-specialty, Male, >50K
17, Other-service, Male, <=50K
17, ?, Female, <=50K
43, Transport-moving, Male, <=50K
32, Adm-clerical, Female, <=50K
54, Sales, Male, >50K
20, Adm-clerical, Female, <=50K
23, Prof-specialty, Male, <=50K
34, Other-service, Male, <=50K
30, Sales, Male, <=50K
32, Machine-op-inspct, Male, <=50K
40, Prof-specialty, Male, >50K
28, Craft-repair, Male, <=50K
44, Craft-repair, Male, >50K
29, Tech-support, Female, >50K
28, Prof-specialty, Male, <=50K
37, Exec-managerial, Male, <=50K
56, Craft-repair, Male, <=50K
27, Prof-specialty, Male, <=50K
34, Machine-op-inspct, Female, <=50K
37, Craft-repair, Male, <=50K
66, Sales, Male, >50K
19, Prof-specialty, Male, <=50K
60, Prof-specialty, Female, <=50K
54, Transport-moving, Male, <=50K
47, Craft-repair, Male, >50K
47, Prof-specialty, Male, >50K
48, Craft-repair, Male, <=50K
57, ?, Male, <=50K
50, Exec-managerial, Male, >50K
62, Other-service, Female, <=50K
45, Other-service, Male, <=50K
55, Handlers-cleaners, Male, <=50K
62, Sales, Female, <=50K
25, Machine-op-inspct, Male, <=50K
49, Exec-managerial, Female, <=50K
32, Protective-serv, Female, <=50K
25, Handlers-cleaners, Male, <=50K
39, Machine-op-inspct, Male, <=50K
27, Exec-managerial, Male, <=50K
43, Other-service, Male, >50K
30, Other-service, Female, <=50K
21, Sales, Female, <=50K
33, Exec-managerial, Female, >50K
33, Adm-clerical, Male, <=50K
33, Adm-clerical, Female, <=50K
70, Other-service, Female, <=50K
25, Other-service, Male, <=50K
17, Other-service, Male, <=50K
20, Farming-fishing, Male, <=50K
19, Other-service, Male, <=50K
71, Exec-managerial, Male, >50K
31, Exec-managerial, Male, <=50K
26, Sales, Male, <=50K
52, Exec-managerial, Male, <=50K
26, Exec-managerial, Female, <=50K
38, Machine-op-inspct, Male, <=50K
25, Other-service, Male, <=50K
22, Prof-specialty, Female, <=50K
48, Protective-serv, Male, >50K
53, Craft-repair, Male, >50K
30, Craft-repair, Male, <=50K
44, Craft-repair, Male, >50K
32, Prof-specialty, Male, >50K
59, Craft-repair, Male, <=50K
49, Handlers-cleaners, Female, <=50K
65, ?, Male, <=50K
31, Craft-repair, Male, >50K
53, Craft-repair, Male, >50K
44, Machine-op-inspct, Male, <=50K
36, Prof-specialty, Male, >50K
36, Sales, Female, <=50K
37, Machine-op-inspct, Male, >50K
63, ?, Male, >50K
67, Prof-specialty, Female, >50K
29, Sales, Male, <=50K
52, Sales, Male, <=50K
37, Craft-repair, Male, <=50K
21, Other-service, Female, <=50K
36, Exec-managerial, Female, <=50K
24, Machine-op-inspct, Female, <=50K
31, Exec-managerial, Male, <=50K
54, Adm-clerical, Female, <=50K
44, Tech-support, Male, <=50K
18, Handlers-cleaners, Male, <=50K
41, Transport-moving, Female, <=50K
37, Exec-managerial, Female, <=50K
30, Other-service, Male, <=50K
26, Prof-specialty, Male, <=50K
68, Prof-specialty, Male, <=50K
31, Sales, Male, <=50K
48, Craft-repair, Male, <=50K
80, ?, Male, <=50K
26, Machine-op-inspct, Male, <=50K
63, Transport-moving, Male, <=50K
19, Machine-op-inspct, Male, <=50K
30, ?, Female, <=50K
42, Sales, Male, <=50K
64, Other-service, Male, >50K
32, Transport-moving, Male, <=50K
50, Craft-repair, Male, <=50K
73, Farming-fishing, Male, <=50K
32, Prof-specialty, Female, <=50K
53, Transport-moving, Male, >50K
58, Sales, Male, <=50K
37, Craft-repair, Male, >50K
24, Craft-repair, Male, <=50K
53, Exec-managerial, Male, >50K
23, Exec-managerial, Female, <=50K
42, ?, Female, <=50K
30, Exec-managerial, Female, <=50K
38, Other-service, Female, <=50K
28, Craft-repair, Male, <=50K
19, Other-service, Female, <=50K
45, Machine-op-inspct, Male, <=50K
26, Adm-clerical, Male, <=50K
33, Sales, Female, <=50K
29, Farming-fishing, Male, <=50K
54, Exec-managerial, Female, >50K
23, Exec-managerial, Female, <=50K
43, Sales, Male, >50K
37, Priv-house-serv, Female, <=50K
31, Other-service, Male, <=50K
56, Exec-managerial, Male, <=50K
25, Craft-repair, Male, <=50K
17, Other-service, Female, <=50K
37, Adm-clerical, Female, <=50K
60, Tech-support, Male, <=50K
59, Exec-managerial, Female, <=50K
59, Craft-repair, Male, >50K
46, Prof-specialty, Male, >50K
28, ?, Male, <=50K
33, ?, Male, <=50K
24, Craft-repair, Male, <=50K
29, Other-service, Female, >50K
33, Other-service, Female, <=50K
29, ?, Male, <=50K
23, Protective-serv, Male, <=50K
20, Adm-clerical, Male, <=50K
60, Other-service, Female, <=50K
44, Sales, Female, <=50K
18, Transport-moving, Male, <=50K
52, Other-service, Female, <=50K
31, Craft-repair, Male, <=50K
30, Prof-specialty, Female, >50K
33, Handlers-cleaners, Male, <=50K
20, Other-service, Female, <=50K
27, ?, Female, >50K
33, Adm-clerical, Female, <=50K
25, Other-service, Female, <=50K
63, Craft-repair, Female, <=50K
63, Exec-managerial, Male, <=50K
43, Sales, Female, <=50K
58, Machine-op-inspct, Female, <=50K
70, ?, Female, <=50K
35, Adm-clerical, Female, >50K
42, Exec-managerial, Male, >50K
20, Protective-serv, Male, <=50K
35, Craft-repair, Male, <=50K
62, Exec-managerial, Male, <=50K
41, Craft-repair, Female, <=50K
43, Prof-specialty, Female, <=50K
19, Machine-op-inspct, Male, <=50K
46, Adm-clerical, Female, <=50K
47, Prof-specialty, Male, >50K
36, Exec-managerial, Male, >50K
45, Adm-clerical, Female, <=50K
48, Craft-repair, Male, <=50K
29, Adm-clerical, Female, <=50K
48, Exec-managerial, Male, >50K
36, Sales, Female, <=50K
58, Craft-repair, Male, <=50K
43, Adm-clerical, Female, <=50K
59, Craft-repair, Male, <=50K
42, Exec-managerial, Male, <=50K
33, Tech-support, Male, >50K
23, Armed-Forces, Male, <=50K
21, Handlers-cleaners, Male, <=50K
48, Machine-op-inspct, Female, <=50K
32, Craft-repair, Male, <=50K
31, Adm-clerical, Male, >50K
66, Prof-specialty, Female, <=50K
23, Adm-clerical, Male, <=50K
52, Adm-clerical, Female, >50K
17, Handlers-cleaners, Male, <=50K
35, Sales, Male, >50K
39, Prof-specialty, Male, >50K
21, ?, Female, <=50K
24, Adm-clerical, Female, <=50K
45, Other-service, Male, >50K
25, Craft-repair, Male, <=50K
29, Prof-specialty, Male, <=50K
56, Adm-clerical, Male, >50K
34, Farming-fishing, Male, <=50K
64, Craft-repair, Male, >50K
27, Adm-clerical, Male, <=50K
47, Machine-op-inspct, Male, <=50K
36, Tech-support, Male, >50K
44, Machine-op-inspct, Male, <=50K
31, Farming-fishing, Female, <=50K
23, Adm-clerical, Female, <=50K
45, Prof-specialty, Male, >50K
31, Machine-op-inspct, Male, <=50K
45, Craft-repair, Male, <=50K
42, Adm-clerical, Female, <=50K
33, Prof-specialty, Male, >50K
33, Prof-specialty, Female, <=50K
30, Adm-clerical, Female, >50K
25, Machine-op-inspct, Male, <=50K
33, Exec-managerial, Female, <=50K
70, Exec-managerial, Male, >50K
22, Transport-moving, Male, <=50K
30, Sales, Male, >50K
46, Exec-managerial, Male, >50K
43, Transport-moving, Male, <=50K
37, Machine-op-inspct, Female, <=50K
59, Exec-managerial, Male, >50K
51, Farming-fishing, Male, <=50K
47, Exec-managerial, Male, <=50K
36, Exec-managerial, Male, <=50K
73, Prof-specialty, Male, <=50K
32, Prof-specialty, Female, <=50K
34, Sales, Male, <=50K
51, Transport-moving, Male, <=50K
20, Machine-op-inspct, Female, <=50K
57, Other-service, Male, <=50K
19, Other-service, Male, <=50K
45, Sales, Male, >50K
55, Craft-repair, Male, <=50K
60, Craft-repair, Male, <=50K
19, Farming-fishing, Male, <=50K
35, Tech-support, Male, <=50K
20, Machine-op-inspct, Female, <=50K
34, Prof-specialty, Male, <=50K
26, Prof-specialty, Male, >50K
73, Tech-support, Female, <=50K
27, Prof-specialty, Male, <=50K
37, Farming-fishing, Male, <=50K
73, Sales, Male, <=50K
46, Tech-support, Male, >50K
36, Adm-clerical, Male, <=50K
54, Farming-fishing, Male, >50K
49, Other-service, Male, <=50K
68, Farming-fishing, Male, <=50K
34, Exec-managerial, Male, <=50K
30, Prof-specialty, Male, <=50K
28, Sales, Male, <=50K
28, Exec-managerial, Male, >50K
25, Other-service, Male, <=50K
26, Machine-op-inspct, Male, <=50K
40, Tech-support, Male, >50K
32, Adm-clerical, Female, <=50K
60, ?, Female, <=50K
18, Priv-house-serv, Female, <=50K
36, Prof-specialty, Male, <=50K
26, Prof-specialty, Female, <=50K
24, Prof-specialty, Female, <=50K
90, Other-service, Male, <=50K
20, Adm-clerical, Female, <=50K
27, Tech-support, Male, <=50K
58, Prof-specialty, Female, <=50K
37, Exec-managerial, Male, >50K
65, ?, Female, <=50K
28, Exec-managerial, Male, <=50K
36, Prof-specialty, Female, <=50K
45, Craft-repair, Male, >50K
23, Sales, Male, <=50K
69, Exec-managerial, Male, <=50K
58, Exec-managerial, Male, <=50K
22, Adm-clerical, Male, <=50K
58, Farming-fishing, Male, <=50K
53, Protective-serv, Male, >50K
44, Farming-fishing, Male, <=50K
31, Other-service, Male, <=50K
46, Machine-op-inspct, Female, <=50K
48, Other-service, Male, <=50K
46, Adm-clerical, Female, <=50K
43, Machine-op-inspct, Female, <=50K
43, Adm-clerical, Female, <=50K
17, Sales, Male, <=50K
20, Sales, Male, <=50K
22, Prof-specialty, Female, <=50K
19, ?, Male, <=50K
35, Other-service, Female, <=50K
29, Tech-support, Male, <=50K
18, ?, Female, <=50K
25, Craft-repair, Male, <=50K
54, Machine-op-inspct, Male, <=50K
23, Sales, Female, <=50K
36, Priv-house-serv, Female, <=50K
26, Craft-repair, Male, <=50K
25, Other-service, Male, <=50K
46, Other-service, Female, <=50K
41, Craft-repair, Female, <=50K
31, Prof-specialty, Male, <=50K
48, Prof-specialty, Male, >50K
52, Exec-managerial, Female, <=50K
22, Handlers-cleaners, Male, <=50K
18, Craft-repair, Male, <=50K
46, Adm-clerical, Female, <=50K
34, Protective-serv, Male, <=50K
30, Armed-Forces, Male, <=50K
31, Other-service, Male, <=50K
21, Craft-repair, Male, <=50K
41, Sales, Male, <=50K
45, Exec-managerial, Male, >50K
30, Adm-clerical, Male, <=50K
21, Other-service, Male, <=50K
44, Sales, Female, <=50K
54, Craft-repair, Female, >50K
36, Craft-repair, Male, >50K
50, Exec-managerial, Male, >50K
26, Prof-specialty, Female, <=50K
47, Prof-specialty, Male, <=50K
36, Other-service, Male, <=50K
32, Sales, Male, <=50K
21, Other-service, Female, <=50K
30, Sales, Male, <=50K
34, Priv-house-serv, Female, <=50K
51, Craft-repair, Male, <=50K
55, Transport-moving, Male, <=50K
43, Adm-clerical, Male, <=50K
37, Handlers-cleaners, Male, <=50K
28, Exec-managerial, Female, <=50K
39, Prof-specialty, Male, <=50K
35, Craft-repair, Male, <=50K
59, ?, Male, <=50K
26, Craft-repair, Male, <=50K
68, Adm-clerical, Male, <=50K
46, Prof-specialty, Male, >50K
21, Other-service, Male, <=50K
23, Sales, Female, <=50K
17, Sales, Female, <=50K
23, Other-service, Female, <=50K
34, Adm-clerical, Male, <=50K
33, Prof-specialty, Female, <=50K
31, Transport-moving, Male, <=50K
31, ?, Female, <=50K
56, Sales, Male, <=50K
21, Adm-clerical, Female, <=50K
45, Adm-clerical, Female, <=50K
41, Exec-managerial, Male, >50K
26, Handlers-cleaners, Female, <=50K
41, Other-service, Female, <=50K
46, Exec-managerial, Male, >50K
47, Adm-clerical, Female, <=50K
43, Prof-specialty, Male, >50K
35, Sales, Male, <=50K
44, Sales, Male, <=50K
58, Exec-managerial, Male, >50K
25, Tech-support, Female, <=50K
44, Craft-repair, Male, <=50K
57, Craft-repair, Male, <=50K
24, Handlers-cleaners, Male, <=50K
38, Adm-clerical, Female, <=50K
33, Handlers-cleaners, Male, <=50K
25, Prof-specialty, Female, <=50K
33, Machine-op-inspct, Male, >50K
50, Protective-serv, Male, >50K
35, Sales, Male, >50K
36, Adm-clerical, Male, >50K
27, Other-service, Female, <=50K
22, Craft-repair, Male, <=50K
30, Transport-moving, Male, <=50K
90, Exec-managerial, Female, <=50K
39, Other-service, Male, <=50K
34, Prof-specialty, Male, <=50K
39, Exec-managerial, Male, >50K
19, Other-service, Female, <=50K
19, Craft-repair, Male, <=50K
29, Craft-repair, Male, <=50K
66, Craft-repair, Male, <=50K
38, Tech-support, Male, <=50K
44, Handlers-cleaners, Male, <=50K
34, Craft-repair, Male, <=50K
35, Exec-managerial, Female, <=50K
29, Prof-specialty, Male, <=50K
22, Transport-moving, Male, <=50K
33, ?, Male, <=50K
73, Prof-specialty, Male, >50K
35, Exec-managerial, Male, <=50K
41, Handlers-cleaners, Male, <=50K
27, Other-service, Female, <=50K
25, Adm-clerical, Male, <=50K
47, Handlers-cleaners, Male, >50K
36, Sales, Female, >50K
36, Other-service, Female, <=50K
25, Tech-support, Female, <=50K
37, Transport-moving, Male, <=50K
26, Tech-support, Male, <=50K
53, Exec-managerial, Male, <=50K
36, Prof-specialty, Female, <=50K
30, Tech-support, Female, >50K
53, Other-service, Female, <=50K
37, Craft-repair, Male, <=50K
41, Craft-repair, Male, <=50K
53, Handlers-cleaners, Male, <=50K
23, Other-service, Male, <=50K
28, Farming-fishing, Male, <=50K
53, Other-service, Male, <=50K
32, Transport-moving, Male, >50K
33, Adm-clerical, Female, <=50K
27, Sales, Female, <=50K
52, Craft-repair, Male, >50K
31, Adm-clerical, Male, <=50K
27, Exec-managerial, Female, >50K
44, Handlers-cleaners, Female, <=50K
37, Prof-specialty, Male, <=50K
39, Craft-repair, Male, <=50K
18, Sales, Female, <=50K
42, Handlers-cleaners, Male, >50K
49, Craft-repair, Male, >50K
35, Handlers-cleaners, Female, <=50K
43, Transport-moving, Male, <=50K
43, Prof-specialty, Male, >50K
31, Craft-repair, Male, >50K
27, Other-service, Male, <=50K
46, Adm-clerical, Female, <=50K
54, Sales, Male, <=50K
37, Adm-clerical, Male, >50K
53, Protective-serv, Male, >50K
26, Adm-clerical, Male, <=50K
59, Prof-specialty, Male, >50K
36, Adm-clerical, Male, <=50K
32, Machine-op-inspct, Male, >50K
53, Prof-specialty, Male, >50K
26, Adm-clerical, Female, <=50K
35, Other-service, Female, >50K
48, Exec-managerial, Female, <=50K
30, Handlers-cleaners, Male, <=50K
38, Craft-repair, Male, >50K
58, Exec-managerial, Female, >50K
44, Transport-moving, Male, <=50K
30, Prof-specialty, Female, <=50K
68, Exec-managerial, Male, <=50K
26, Prof-specialty, Female, <=50K
26, Prof-specialty, Female, <=50K
41, Machine-op-inspct, Male, <=50K
43, Prof-specialty, Male, >50K
48, Exec-managerial, Male, <=50K
55, Sales, Female, <=50K
50, Exec-managerial, Female, <=50K
41, Craft-repair, Male, >50K
52, Sales, Male, <=50K
24, ?, Female, <=50K
31, Craft-repair, Male, >50K
54, Protective-serv, Male, >50K
31, Tech-support, Female, <=50K
31, Exec-managerial, Male, >50K
47, Craft-repair, Male, >50K
40, Prof-specialty, Male, >50K
46, Adm-clerical, Female, <=50K
45, Machine-op-inspct, Female, <=50K
39, Other-service, Female, <=50K
34, Adm-clerical, Female, <=50K
48, ?, Male, >50K
19, ?, Female, <=50K
56, Adm-clerical, Female, <=50K
47, Prof-specialty, Female, <=50K
35, Other-service, Female, >50K
25, Craft-repair, Male, <=50K
43, Prof-specialty, Female, <=50K
59, Sales, Male, >50K
66, ?, Male, <=50K
63, Transport-moving, Male, >50K
32, Transport-moving, Female, <=50K
58, ?, Female, <=50K
43, Exec-managerial, Male, >50K
27, Adm-clerical, Female, <=50K
21, Handlers-cleaners, Male, <=50K
44, Exec-managerial, Male, >50K
40, Craft-repair, Male, <=50K
65, Adm-clerical, Female, <=50K
50, Adm-clerical, Male, >50K
18, ?, Male, <=50K
51, Prof-specialty, Male, >50K
44, Adm-clerical, Female, <=50K
20, Sales, Female, <=50K
29, Exec-managerial, Male, <=50K
50, Craft-repair, Male, >50K
50, Exec-managerial, Male, >50K
43, Adm-clerical, Male, <=50K
23, Tech-support, Female, <=50K
41, Transport-moving, Male, <=50K
30, ?, Female, <=50K
58, Farming-fishing, Male, <=50K
50, Prof-specialty, Male, <=50K
37, Craft-repair, Male, >50K
21, Farming-fishing, Male, <=50K
33, Sales, Female, <=50K
52, Adm-clerical, Female, <=50K
47, Transport-moving, Male, <=50K
45, Sales, Male, >50K
34, Craft-repair, Male, >50K
39, Sales, Male, >50K
31, Other-service, Female, <=50K
19, ?, Male, <=50K
45, Tech-support, Female, <=50K
45, Protective-serv, Male, <=50K
34, Machine-op-inspct, Male, <=50K
27, Sales, Male, <=50K
37, Sales, Female, <=50K
20, Adm-clerical, Female, <=50K
32, Exec-managerial, Male, >50K
24, Handlers-cleaners, Male, <=50K
39, Handlers-cleaners, Male, <=50K
18, Sales, Female, <=50K
62, Farming-fishing, Male, <=50K
24, Exec-managerial, Female, <=50K
37, Transport-moving, Male, <=50K
46, Adm-clerical, Female, <=50K
44, Craft-repair, Male, <=50K
53, Sales, Male, >50K
25, Handlers-cleaners, Male, <=50K
44, Machine-op-inspct, Male, <=50K
24, Sales, Male, <=50K
61, Transport-moving, Male, <=50K
45, Prof-specialty, Female, <=50K
33, Craft-repair, Male, <=50K
48, Prof-specialty, Male, >50K
26, Handlers-cleaners, Male, <=50K
40, ?, Female, <=50K
68, Sales, Male, >50K
24, Protective-serv, Female, <=50K
25, ?, Male, <=50K
31, Prof-specialty, Female, <=50K
55, Other-service, Female, <=50K
46, Sales, Female, <=50K
58, Exec-managerial, Male, <=50K
56, Other-service, Female, <=50K
45, Adm-clerical, Male, >50K
24, Exec-managerial, Male, >50K
35, Farming-fishing, Male, <=50K
51, Tech-support, Male, >50K
47, Prof-specialty, Male, >50K
17, Adm-clerical, Female, <=50K
21, Prof-specialty, Female, <=50K
45, Prof-specialty, Female, >50K
42, Sales, Male, >50K
56, Other-service, Female, <=50K
39, Handlers-cleaners, Male, <=50K
31, Machine-op-inspct, Female, <=50K
20, Tech-support, Male, <=50K
65, Farming-fishing, Male, <=50K
44, Prof-specialty, Male, <=50K
33, Craft-repair, Male, <=50K
25, Prof-specialty, Male, >50K
38, Exec-managerial, Male, <=50K
31, Transport-moving, Male, <=50K
33, Sales, Male, <=50K
49, Other-service, Female, <=50K
28, Exec-managerial, Female, <=50K
29, Craft-repair, Male, <=50K
23, Other-service, Male, <=50K
37, Prof-specialty, Male, >50K
52, Prof-specialty, Male, >50K
27, Machine-op-inspct, Male, <=50K
47, Craft-repair, Male, >50K
21, Adm-clerical, Female, <=50K
41, Adm-clerical, Female, >50K
61, Adm-clerical, Male, >50K
32, Prof-specialty, Male, >50K
21, Sales, Male, <=50K
63, Sales, Male, >50K
34, Other-service, Male, <=50K
21, Tech-support, Male, <=50K
44, Other-service, Female, <=50K
26, Exec-managerial, Male, <=50K
36, Exec-managerial, Male, >50K
39, Prof-specialty, Male, >50K
52, Handlers-cleaners, Male, <=50K
44, Sales, Male, <=50K
42, Prof-specialty, Female, <=50K
60, ?, Male, >50K
31, Prof-specialty, Male, <=50K
30, Craft-repair, Male, <=50K
23, Prof-specialty, Female, <=50K
81, Other-service, Female, <=50K
39, Tech-support, Male, <=50K
38, Machine-op-inspct, Female, <=50K
21, Exec-managerial, Female, <=50K
28, Craft-repair, Male, <=50K
34, Exec-managerial, Female, <=50K
47, Other-service, Female, <=50K
36, Craft-repair, Male, <=50K
27, Transport-moving, Male, <=50K
56, Prof-specialty, Female, <=50K
57, Other-service, Female, <=50K
42, Adm-clerical, Female, <=50K
43, Craft-repair, Male, <=50K
48, ?, Female, <=50K
53, Machine-op-inspct, Female, <=50K
58, Sales, Female, <=50K
19, Other-service, Male, <=50K
37, Exec-managerial, Male, >50K
41, Prof-specialty, Female, <=50K
31, Craft-repair, Female, <=50K
31, Prof-specialty, Male, <=50K
53, Adm-clerical, Male, <=50K
19, Sales, Male, <=50K
56, Prof-specialty, Male, >50K
55, Adm-clerical, Female, >50K
51, Craft-repair, Female, <=50K
62, Adm-clerical, Female, <=50K
43, Sales, Male, >50K
45, ?, Male, <=50K
28, Craft-repair, Male, <=50K
46, Exec-managerial, Male, >50K
62, Prof-specialty, Male, <=50K
57, Other-service, Female, <=50K
60, Prof-specialty, Female, >50K
23, Handlers-cleaners, Male, <=50K
47, Sales, Male, >50K
21, Adm-clerical, Female, <=50K
51, Handlers-cleaners, Male, <=50K
61, Handlers-cleaners, Male, <=50K
52, Adm-clerical, Female, >50K
76, Exec-managerial, Male, <=50K
24, Handlers-cleaners, Male, <=50K
31, Craft-repair, Male, <=50K
43, Exec-managerial, Male, >50K
58, Prof-specialty, Female, <=50K
18, ?, Female, <=50K
19, Adm-clerical, Female, <=50K
44, Exec-managerial, Female, <=50K
41, Prof-specialty, Male, <=50K
21, Sales, Male, <=50K
40, Handlers-cleaners, Male, <=50K
25, Other-service, Male, <=50K
62, Prof-specialty, Female, <=50K
42, Craft-repair, Male, <=50K
35, Tech-support, Male, <=50K
19, Sales, Female, <=50K
60, Other-service, Female, <=50K
20, Sales, Male, <=50K
23, Handlers-cleaners, Male, <=50K
18, Adm-clerical, Female, <=50K
40, Exec-managerial, Male, >50K
19, Other-service, Female, <=50K
51, Prof-specialty, Female, <=50K
41, Protective-serv, Male, <=50K
18, Other-service, Female, <=50K
41, Sales, Female, <=50K
27, Exec-managerial, Female, <=50K
71, Craft-repair, Female, <=50K
25, Machine-op-inspct, Male, <=50K
73, Other-service, Female, <=50K
45, Other-service, Male, <=50K
25, Sales, Male, >50K
50, Prof-specialty, Female, <=50K
44, Transport-moving, Male, <=50K
44, Protective-serv, Female, <=50K
49, Craft-repair, Male, >50K
44, Exec-managerial, Male, >50K
42, Adm-clerical, Female, <=50K
20, Priv-house-serv, Female, <=50K
66, Tech-support, Female, <=50K
19, Exec-managerial, Male, <=50K
60, Craft-repair, Male, <=50K
46, Prof-specialty, Male, <=50K
42, Craft-repair, Male, <=50K
59, Exec-managerial, Female, <=50K
58, Exec-managerial, Male, >50K
47, Adm-clerical, Female, <=50K
58, Tech-support, Male, <=50K
69, ?, Male, >50K
17, ?, Female, <=50K
19, Farming-fishing, Male, <=50K
28, Tech-support, Male, <=50K
37, Prof-specialty, Female, <=50K
30, Craft-repair, Male, <=50K
36, Prof-specialty, Male, <=50K
45, Transport-moving, Male, >50K
59, Other-service, Female, <=50K
45, Handlers-cleaners, Male, <=50K
53, Prof-specialty, Female, >50K
37, Sales, Female, <=50K
26, Sales, Female, <=50K
53, Craft-repair, Male, <=50K
44, Other-service, Female, <=50K
27, Craft-repair, Male, <=50K
22, Craft-repair, Male, <=50K
41, Transport-moving, Male, <=50K
53, Machine-op-inspct, Male, <=50K
58, Exec-managerial, Male, <=50K
34, ?, Female, <=50K
32, Prof-specialty, Male, >50K
32, Handlers-cleaners, Male, <=50K
47, Prof-specialty, Female, >50K
27, Farming-fishing, Male, <=50K
25, Handlers-cleaners, Male, <=50K
40, Machine-op-inspct, Female, <=50K
36, Sales, Male, <=50K
23, Transport-moving, Male, <=50K
44, Machine-op-inspct, Male, <=50K
19, Craft-repair, Male, <=50K
42, Sales, Male, <=50K
60, Farming-fishing, Male, <=50K
41, Sales, Male, >50K
45, Transport-moving, Female, <=50K
67, ?, Male, <=50K
36, Transport-moving, Male, <=50K
52, Prof-specialty, Female, <=50K
28, Adm-clerical, Male, <=50K
83, Sales, Male, <=50K
17, Other-service, Male, <=50K
27, Craft-repair, Male, <=50K
35, Farming-fishing, Male, <=50K
40, Adm-clerical, Female, <=50K
23, Sales, Female, <=50K
51, Handlers-cleaners, Male, <=50K
51, Other-service, Male, <=50K
82, ?, Male, <=50K
28, Exec-managerial, Female, <=50K
53, Other-service, Male, >50K
29, Adm-clerical, Female, <=50K
19, Craft-repair, Male, <=50K
30, Sales, Female, <=50K
23, Machine-op-inspct, Female, <=50K
66, Sales, Male, >50K
27, Craft-repair, Male, <=50K
35, Machine-op-inspct, Male, <=50K
17, Handlers-cleaners, Male, <=50K
27, Machine-op-inspct, Male, <=50K
27, Prof-specialty, Male, <=50K
44, Protective-serv, Female, >50K
64, Transport-moving, Male, <=50K
62, Sales, Female, <=50K
26, Sales, Male, <=50K
40, Machine-op-inspct, Male, <=50K
40, Prof-specialty, Male, >50K
35, Adm-clerical, Female, <=50K
25, Prof-specialty, Male, <=50K
52, Adm-clerical, Female, <=50K
46, Adm-clerical, Female, >50K
30, Craft-repair, Male, <=50K
52, Exec-managerial, Male, >50K
28, Transport-moving, Male, <=50K
17, Other-service, Female, <=50K
46, Other-service, Female, <=50K
45, Exec-managerial, Male, >50K
21, Prof-specialty, Female, <=50K
18, Other-service, Female, <=50K
17, Other-service, Male, <=50K
90, Sales, Female, <=50K
23, Craft-repair, Male, <=50K
41, Prof-specialty, Male, >50K
19, Farming-fishing, Male, <=50K
69, Transport-moving, Male, <=50K
23, Exec-managerial, Female, <=50K
28, Tech-support, Male, <=50K
37, Sales, Male, >50K
57, Sales, Male, <=50K
30, Protective-serv, Male, <=50K
48, Adm-clerical, Female, <=50K
73, Other-service, Female, <=50K
25, Machine-op-inspct, Male, <=50K
33, Exec-managerial, Male, >50K
36, Machine-op-inspct, Male, <=50K
28, Craft-repair, Male, <=50K
57, Other-service, Female, <=50K
31, Other-service, Female, <=50K
35, ?, Male, <=50K
40, Other-service, Female, <=50K
32, Prof-specialty, Female, <=50K
35, ?, Male, <=50K
26, Adm-clerical, Female, <=50K
27, Sales, Female, <=50K
17, Other-service, Female, <=50K
29, Craft-repair, Female, <=50K
18, Other-service, Female, <=50K
20, Sales, Male, <=50K
69, ?, Male, <=50K
18, Other-service, Female, <=50K
56, Other-service, Female, <=50K
40, Other-service, Female, <=50K
46, Exec-managerial, Male, <=50K
41, Protective-serv, Male, <=50K
53, Exec-managerial, Female, <=50K
50, Exec-managerial, Male, >50K
23, Handlers-cleaners, Male, <=50K
40, Exec-managerial, Male, >50K
54, Transport-moving, Male, >50K
45, Exec-managerial, Female, <=50K
53, Transport-moving, Male, >50K
17, ?, Male, <=50K
50, Exec-managerial, Female, >50K
22, ?, Male, <=50K
30, Other-service, Male, <=50K
40, Craft-repair, Male, <=50K
36, Prof-specialty, Male, <=50K
25, Sales, Male, <=50K
29, Machine-op-inspct, Male, <=50K
29, Farming-fishing, Male, <=50K
22, Sales, Female, <=50K
56, Prof-specialty, Female, <=50K
60, Exec-managerial, Male, >50K
37, Machine-op-inspct, Male, <=50K
53, Machine-op-inspct, Female, <=50K
23, Adm-clerical, Female, <=50K
18, Priv-house-serv, Female, <=50K
36, Sales, Female, <=50K
67, Exec-managerial, Male, >50K
31, Handlers-cleaners, Male, <=50K
26, Sales, Male, >50K
18, Adm-clerical, Female, <=50K
45, Prof-specialty, Female, <=50K
64, Sales, Male, <=50K
26, Sales, Female, <=50K
53, Prof-specialty, Female, <=50K
27, Handlers-cleaners, Male, <=50K
32, Machine-op-inspct, Male, <=50K
49, Exec-managerial, Female, >50K
59, Craft-repair, Male, >50K
44, Prof-specialty, Male, >50K
61, Farming-fishing, Male, <=50K
41, ?, Female, <=50K
46, Adm-clerical, Female, <=50K
32, Adm-clerical, Male, <=50K
29, Sales, Female, <=50K
48, Exec-managerial, Male, <=50K
32, Exec-managerial, Female, <=50K
21, Handlers-cleaners, Female, <=50K
50, Prof-specialty, Male, >50K
44, Prof-specialty, Male, >50K
51, Adm-clerical, Female, <=50K
42, Craft-repair, Male, >50K
27, Protective-serv, Female, <=50K
70, Exec-managerial, Male, <=50K
33, Exec-managerial, Female, <=50K
65, Farming-fishing, Male, >50K
39, Adm-clerical, Male, <=50K
